brand,model_year,product,price,rating,ac_type,capacity,Dehumidification,Turbo Mode,Air Swing,Self Diagnosis,Memory Feature,LED Panel Display,Night Glow Buttons,Wi-Fi Connectivity,APP Control,Auto Clean,Hidden Panel Display,Voice Control,PM 2.5 Filter,inverter,star_rating
Voltas,2024,AC,31490,4.55,Split,1.5,1,1,1,0,1,0,0,0,0,0,1,0,0,1,3
Blue Star,,AC,64500,4.3,Split,1.5,1,1,1,1,0,1,0,0,0,0,0,0,0,1,3
Blue Star,2023,AC,50569,4.2,Split,1.5,1,1,1,0,0,0,0,0,0,0,1,0,0,1,5
IFB,2024,AC,31850,4.2,Split,1.0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,3
Hisense,2024,AC,38990,4.1,Split,1.5,1,1,0,1,1,0,0,0,0,1,0,0,0,1,5
Panasonic,2024,AC,46035,4.25,Split,1.5,1,0,1,0,0,0,0,0,0,1,1,0,0,1,3
Haier,2024,AC,36999,4.75,Split,1.5,1,0,1,0,0,0,0,0,0,1,1,0,0,1,4
Godrej,2023,AC,42090,4.6,Split,2.0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3
Godrej,2022,AC,38500,4.75,Split,1.5,1,1,1,1,0,0,1,0,0,0,0,0,0,1,5
Lloyd,,AC,35990,4.75,Split,1.5,1,1,1,1,0,0,0,0,0,0,1,0,0,1,3
Lloyd,2023,AC,28990,4.6,Split,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3
Godrej,,AC,38000,4.6,Split,1.8,1,1,1,1,0,0,0,0,0,1,0,0,0,1,5
Lloyd,2023,AC,35990,4.1,Split,1.5,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3
Godrej,,AC,48990,4.6,Split,2.5,1,1,1,1,0,1,0,0,0,0,0,0,0,1,3
Croma,2023,AC,28590,4.4,Window,1.5,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3
Onida,2023,AC,40900,4.35,Split,1.0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,3
Haier,2023,AC,40490,4.0,Split,1.5,1,1,1,0,0,0,0,0,0,0,1,0,0,1,5
Lloyd,2023,AC,31200,4.5,Split,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3
Carrier,2023,AC,35000,4.0,Split,1.0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,3
Blue Star,,AC,51500,4.35,Split,1.0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,3
Midea,2024,AC,37190,4.65,Split,1.5,1,1,1,0,0,0,0,0,0,1,1,0,0,1,5
Haier,2023,AC,32990,4.3,Split,1.5,1,1,1,0,0,0,0,0,0,1,1,0,0,1,3
Panasonic,,AC,38990,4.65,Split,1.0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,5
Panasonic,2024,AC,32490,4.3,Split,1.0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,3
Haier,2024,AC,43450,4.6,Split,1.6,1,1,1,0,0,0,0,1,1,0,0,1,0,1,5
Carrier,2024,AC,49600,4.75,Split,2.0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,3
Blue Star,2024,AC,37150,4.35,Split,1.0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,5
Blue Star,2023,AC,45551,4.05,Split,1.5,1,1,1,0,1,0,0,0,0,0,1,0,0,1,5
LG,2023,AC,46490,4.4,Split,1.5,1,1,1,1,1,1,0,0,0,0,0,0,0,1,5
LG,2024,AC,63955,4.65,Split,2.0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,3
O General,2023,AC,40540,4.6,Window,1.2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3
Lloyd,2023,AC,45400,4.05,Split,1.5,1,1,1,1,0,0,0,0,0,0,0,0,0,1,5
MarQ,2023,AC,25999,4.4,Split,0.75,1,1,1,0,1,0,0,0,0,0,0,0,0,1,3
Blue Star,2023,AC,34490,4.6,Split,1.5,1,1,1,1,1,1,0,0,0,0,0,0,0,1,3
Blue Star,2022,AC,45990,4.2,Split,2.0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,3
Lloyd,2023,AC,34150,4.2,Split,1.5,1,1,1,1,0,0,1,0,0,0,0,0,0,1,3
LG,2023,AC,78799,4.2,Split,1.5,1,1,1,1,1,1,0,0,0,0,0,0,0,1,4
Croma,2022,AC,26490,4.1,Window,1.0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,3
LG,2023,AC,74721,4.75,Split,1.5,1,1,0,1,1,0,1,0,0,0,0,0,0,1,3
Voltas,,AC,42490,4.0,Split,2.0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,3
IFB,2023,AC,35800,4.55,Split,1.5,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3
Candy,2023,AC,33990,4.7,Window,1.5,0,1,1,0,0,0,1,0,0,0,0,0,0,1,5
Lloyd,2023,AC,26738,4.0,Window,1.0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,3
Godrej,2022,AC,37990,4.2,Split,2.0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,3
Hitachi,2023,AC,42850,4.2,Split,1.5,1,0,1,0,0,0,1,0,0,1,0,0,0,1,5
Blue Star,2023,AC,39990,4.45,Split,1.5,1,1,1,1,1,1,0,0,0,0,0,0,0,1,5
Voltas,2023,AC,28990,4.35,Split,1.2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,3
O General,2023,AC,52430,4.35,Split,1.5,0,1,1,0,0,0,1,0,0,0,0,0,0,1,3
O General,2023,AC,63200,4.2,Split,2.0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,3
Hitachi,2023,AC,32990,4.05,Split,1.8,1,0,1,0,0,0,1,0,0,1,0,0,0,0,2
Hitachi,2023,AC,38990,4.2,Split,1.8,1,0,1,0,0,0,1,0,0,1,0,0,0,1,4
Hitachi,2023,AC,43400,4.1,Split,1.5,1,0,1,0,0,0,1,0,0,1,0,0,0,1,5
Blue Star,2022,AC,46500,4.6,Split,1.5,0,1,1,1,0,1,0,0,0,0,0,0,0,1,5
Hisense,2022,AC,40490,4.75,Split,1.5,0,1,1,1,0,0,0,0,0,0,0,0,0,1,5
Haier,2023,AC,37590,4.65,Split,1.6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3
Lloyd,2022,AC,31490,4.45,Split,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,5
Haier,2023,AC,38350,4.0,Split,1.5,0,1,1,0,0,0,0,0,0,0,0,0,0,1,5
Panasonic,2023,AC,47390,4.2,Split,2.0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,3
Carrier,2023,AC,48900,4.35,Split,2.0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,3
LG,2023,AC,64490,4.55,Split,2.0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,3
LG,2023,AC,47500,4.6,Split,1.5,1,1,1,1,1,0,1,0,0,0,0,0,0,1,5
LG,2023,AC,73022,4.2,Split,1.0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,3
Lloyd,2023,AC,50490,4.2,Split,2.0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,5
Lloyd,2023,AC,66198,4.65,Split,1.5,1,1,1,1,0,0,1,0,0,0,0,0,0,0,3
Whirlpool,2023,AC,42500,4.15,Split,1.5,1,0,1,1,1,0,1,0,0,0,0,0,0,1,5
Hitachi,2022,AC,33044,4.45,Split,1.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3
Samsung,2023,AC,37990,4.25,Split,1.5,1,1,1,1,0,1,0,0,0,0,0,0,0,1,5
LG,2023,AC,54990,4.5,Split,2.0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,3
Godrej,2023,AC,36190,4.75,Split,1.5,1,1,1,1,0,0,1,0,0,0,0,0,0,1,3
Realme,2023,AC,30490,4.45,Split,1.5,1,1,1,0,1,1,0,0,0,0,0,0,0,1,4
Voltas,,AC,26000,4.0,Window,1.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,3
Godrej,2022,AC,32999,4.25,Split,1.5,1,1,1,1,0,0,1,0,0,0,0,0,0,1,3
Godrej,2022,AC,28990,4.1,Split,1.0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,3
Godrej,2022,AC,39999,4.1,Split,2.0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,3
Daikin,2023,AC,34490,4.0,Split,1.5,1,1,1,1,0,1,0,0,0,0,0,0,0,1,3
Panasonic,2022,AC,46990,4.35,Split,1.5,1,1,1,1,0,0,0,0,0,0,0,0,0,1,5
Voltas,,AC,48490,4.7,Split,2.0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,3
Lloyd,2022,AC,34150,4.3,Split,1.5,1,1,1,0,1,0,0,0,0,0,0,0,0,1,3
Midea,,AC,43790,4.0,Split,2.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3
Carrier,2022,AC,28094,4.6,Window,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3
Hitachi,,AC,36850,4.4,Split,1.5,1,0,1,0,0,1,0,0,0,0,0,0,0,1,3
Voltas,,AC,38490,4.1,Split,1.5,0,0,1,0,0,1,1,0,0,0,0,0,0,1,5
Whirlpool,,AC,32490,4.75,Split,1.5,0,1,1,1,0,1,1,0,0,0,0,0,0,1,3
Lloyd,,AC,45999,4.6,Split,0.75,1,1,0,1,1,0,0,0,0,0,0,0,0,1,3
Haier,,AC,43490,4.05,Split,1.6,0,1,1,0,0,1,1,0,0,0,0,0,0,1,5
Godrej,2021,AC,29599,4.05,Split,1.5,1,1,1,1,0,1,0,0,0,0,0,0,0,1,3
Carrier,,AC,45800,4.3,Split,1.5,0,1,1,0,0,1,1,0,0,0,0,0,0,0,5
Daikin,,AC,29384,4.3,Split,0.75,1,1,0,1,0,0,1,0,0,0,0,0,0,0,3
Daikin,,AC,52050,4.65,Split,1.5,1,0,1,0,0,0,0,0,0,1,0,0,0,1,5
Blue Star,,AC,36490,4.25,Split,1.5,1,1,0,0,0,1,1,0,0,0,0,0,0,1,3
Daikin,2022,AC,56340,4.75,Split,1.8,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
Blue Star,,AC,28939,4.7,Split,0.75,1,1,0,1,1,0,0,0,0,0,0,0,0,1,3
Hitachi,,AC,43450,4.7,Split,1.5,1,1,1,0,0,0,1,0,0,0,0,0,0,1,5
Hitachi,,AC,37650,4.65,Split,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3
Hitachi,,AC,28410,4.7,Window,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Toshiba,,AC,50000,4.25,Split,1.5,1,1,1,0,0,0,1,0,0,0,0,0,0,1,5
Daikin,2019,AC,69582,4.15,Split,2.0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,3
Whirlpool,,AC,32999,4.0,Split,1.5,1,1,1,1,0,0,0,0,0,0,1,0,0,1,3
Whirlpool,,AC,32210,4.05,Split,1.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
Whirlpool,2019,AC,29500,4.4,Split,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
Samsung,,AC,37490,4.55,Split,1.5,1,0,1,1,0,0,0,0,0,1,0,0,0,1,3
Hitachi,2019,AC,48378,3.9,Split,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5
Daikin,,AC,37218,4.3,Split,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Daikin,2018,AC,39546,4.55,Split,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
Whirlpool,2018,AC,30590,4.1,Split,1.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
LG,,AC,32790,3.15,Split,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3
Lloyd,2025,AC,34590,4.05,Split,1.5,1,0,1,0,0,0,0,0,0,1,0,0,0,1,3
Voltas,,AC,40990,4.3,Window,2.0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,3
Carrier,2026,AC,28999,4.15,Window,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2
Carrier,2026,AC,34990,4.25,Window,1.5,1,1,0,0,1,1,0,0,0,0,0,0,0,1,3
Carrier,2026,AC,37200,4.55,Split,1.5,1,1,1,1,0,0,0,0,0,0,0,0,0,1,3
IFB,2025,AC,35800,4.4,Split,1.5,1,0,1,1,1,0,0,0,0,0,0,0,0,1,3
Godrej,2023,AC,29990,4.2,Window,1.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3
Haier,2026,AC,66000,4.4,Split,1.0,1,1,1,0,0,1,0,1,1,0,0,1,0,1,4
Blue Star,2025,AC,37500,4.7,Split,1.5,1,1,1,0,1,0,1,0,0,0,0,0,0,1,3
Blue Star,2025,AC,45490,4.45,Split,1.5,1,1,1,1,1,0,0,0,0,0,1,0,1,1,5
Blue Star,2026,AC,32990,4.15,Split,1.0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,3
Daikin,2026,AC,35900,4.7,Split,1.0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,2
Whirlpool,,AC,33979,4.75,Split,1.5,1,0,1,0,0,0,0,0,0,1,0,0,0,1,3
Whirlpool,2026,AC,34990,4.0,Split,1.5,1,0,1,0,0,0,0,0,0,1,0,0,0,1,3
Panasonic,2026,AC,40590,4.75,Split,1.0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,3
TCL,2026,AC,35590,4.45,Split,1.0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,5
Blue Star,2026,AC,27990,4.75,Window,0.75,1,1,0,1,1,0,1,0,0,0,0,0,0,0,2
Blue Star,2026,AC,32490,4.35,Split,1.0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,3
Hitachi,2025,AC,31990,4.05,Split,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3
Hitachi,2026,AC,30990,4.1,Split,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3
IFB,2026,AC,36490,4.6,Split,1.5,1,0,1,0,0,0,0,1,1,0,0,0,0,1,3
IFB,2026,AC,34499,4.55,Split,1.5,1,0,1,1,1,0,0,0,0,0,0,0,0,1,3
Sharp,2026,AC,42990,4.75,Split,2.0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,3
Cruise,2026,AC,26990,4.25,Split,1.0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,3
Cruise,2026,AC,38890,4.45,Split,2.0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,3
Cruise,2026,AC,29990,4.65,Split,1.5,1,1,0,1,0,0,0,0,0,0,0,0,1,1,3
Cruise,2026,AC,36989,4.65,Split,1.5,1,1,1,1,0,0,0,0,0,0,0,0,1,1,5
Hitachi,,AC,31990,4.25,Window,1.5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,3
Hitachi,,AC,38790,4.6,Window,1.5,1,0,1,0,0,0,1,0,0,0,0,0,0,1,5
Hitachi,,AC,36250,4.35,Split,1.5,1,0,1,0,0,0,0,1,1,0,0,1,0,1,3
Hitachi,,AC,51750,4.15,Split,1.5,1,0,1,1,0,1,0,0,0,0,0,0,0,1,5
Daikin,2026,AC,31990,4.05,Split,1.0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,3
Panasonic,2025,AC,33080,4.35,Split,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3
Panasonic,,AC,39990,4.7,Split,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Panasonic,2026,AC,42090,4.0,Split,1.5,1,0,0,1,0,0,0,0,0,0,1,0,0,1,3
Panasonic,2026,AC,58700,4.45,Split,2.0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,3
Voltas,2026,AC,43990,4.15,Split,1.5,1,1,1,0,1,0,0,0,0,1,0,0,0,1,3
Godrej,2025,AC,32290,4.55,Split,1.5,1,1,1,0,0,0,0,0,0,1,0,0,0,1,3
Godrej,2024,AC,34500,4.45,Split,1.5,1,1,1,0,0,0,0,0,0,1,0,0,0,1,3
Whirlpool,2026,AC,28490,4.65,Split,1.0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,3
Whirlpool,2026,AC,39490,4.45,Split,2.0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,3
Whirlpool,2026,AC,29450,4.05,Split,1.0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,3
Voltas,,AC,53990,4.5,Split,2.0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,3
Voltas,2026,AC,29490,4.4,Window,1.5,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2
Voltas,,AC,34490,4.35,Split,1.0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,3
IFB,2026,AC,41989,4.45,Split,1.5,1,0,0,0,0,0,0,1,1,0,0,0,0,1,5
Haier,2026,AC,45890,4.5,Split,1.6,1,1,1,1,0,0,1,0,0,0,0,0,0,1,3
Panasonic,2026,AC,34489,4.5,Split,1.0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,3
Panasonic,2026,AC,61989,4.5,Split,2.0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,4
Samsung,2026,AC,38990,4.25,Split,1.5,1,1,1,0,0,0,0,1,1,0,0,1,0,1,3
Motorola,2026,AC,31990,4.35,Split,1.5,1,1,1,0,0,0,0,1,1,0,1,0,0,1,3
Croma,2026,AC,33990,4.55,Split,1.0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,5
Croma,2026,AC,30490,4.1,Split,1.0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,3
Realme,2026,AC,29990,4.6,Split,1.6,1,0,1,0,0,1,0,1,1,0,0,0,0,1,3
Midea,2026,AC,43490,4.15,Split,2.0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,3
Blue Star,2026,AC,35990,4.65,Split,1.0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,3
Panasonic,2026,AC,45990,4.25,Split,1.5,1,0,1,0,0,0,0,1,1,0,1,1,0,1,3
IFB,2024,AC,35800,4.75,Split,1.5,1,0,1,1,1,1,0,0,0,0,0,0,0,1,3
Samsung,2026,AC,50989,4.6,Split,2.0,1,1,1,0,0,0,0,1,1,0,0,1,0,1,3
Panasonic,2026,AC,36590,4.75,Split,1.0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,3
Croma,2026,AC,32990,4.45,Split,1.0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,5
Croma,2026,AC,32490,4.05,Split,1.5,1,1,1,1,0,0,1,0,0,0,0,0,1,1,3
Carrier,2026,AC,41989,4.1,Split,1.0,1,0,0,1,1,0,0,1,1,0,0,1,1,1,5
Samsung,2026,AC,32490,4.55,Split,1.0,1,1,1,0,0,0,0,1,1,0,0,1,0,1,3
Croma,2026,AC,32490,4.6,Split,1.5,1,1,1,1,0,0,0,0,0,0,0,0,1,1,3
Croma,2026,AC,29490,4.3,Split,1.0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,3
Midea,2026,AC,29489,4.45,Split,1.0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,3
Midea,2026,AC,40490,4.0,Split,1.5,1,1,1,1,1,1,0,0,0,0,0,0,1,1,5
Midea,2026,AC,29990,4.35,Split,1.0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,3
Carrier,2026,AC,33490,4.65,Split,1.0,1,0,1,1,1,0,0,1,1,0,0,1,1,1,3
Whirlpool,2025,AC,36500,4.2,Split,1.5,1,0,1,1,0,0,0,0,0,0,1,0,0,1,3
Carrier,2025,AC,32990,4.35,Split,1.0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,3
Panasonic,2025,AC,43790,4.65,Split,1.5,1,0,1,0,0,0,0,1,1,0,1,1,0,1,5
Daikin,2025,AC,37040,4.35,Split,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3
Godrej,2025,AC,30490,4.2,Split,1.5,1,0,1,0,0,0,0,0,0,1,0,0,0,1,3
Panasonic,2025,AC,38500,4.5,Split,1.0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,5
Lloyd,2025,AC,28990,4.45,Split,1.0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,3
LG,2025,AC,37727,4.6,Split,1.5,1,1,1,0,0,0,0,1,1,0,0,0,0,1,3
Godrej,2025,AC,35990,4.2,Split,1.5,1,0,1,1,1,0,0,0,0,1,0,0,0,1,5
IFB,2025,AC,38999,4.45,Split,1.5,1,0,1,1,1,1,0,0,0,0,0,0,0,1,3
Blue Star,2025,AC,38690,4.7,Split,1.5,1,0,1,1,0,0,0,0,0,0,0,0,1,1,3
Blue Star,2024,AC,69900,4.3,Split,1.5,1,0,1,1,0,1,0,0,0,0,0,0,1,1,3
Sharp,,AC,30700,4.6,Split,1.5,0,1,0,1,1,0,0,0,0,0,0,0,0,1,3
Godrej,2024,AC,34500,4.6,Split,1.5,1,1,1,1,1,1,0,0,0,0,0,0,0,1,3
Voltas,2024,AC,37150,4.15,Split,1.5,1,1,1,1,0,0,0,0,0,0,0,0,0,1,5
Lloyd,2025,AC,42990,4.25,Split,1.5,1,1,1,0,0,0,0,1,1,0,0,0,0,1,5
Voltas,2024,AC,37499,4.6,Split,1.5,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3
Blue Star,2025,AC,41390,4.7,Split,1.5,1,1,1,0,0,1,0,1,1,0,0,1,1,1,3
Haier,,AC,37850,4.1,Split,1.5,1,1,1,1,0,0,0,0,0,0,0,0,0,1,4
Whirlpool,2025,AC,32900,4.55,Split,1.5,1,0,1,0,0,0,0,0,0,1,0,0,0,1,3
Haier,2025,AC,45590,4.25,Split,1.6,1,1,1,0,0,0,0,1,1,0,0,1,0,1,5
Lloyd,2025,AC,33990,4.75,Split,1.5,1,1,1,1,0,1,0,0,0,0,0,0,0,1,3
Godrej,2025,AC,40950,4.6,Split,2.0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,3
Godrej,2025,AC,39900,4.4,Split,1.5,1,0,1,1,1,0,0,0,0,1,0,0,0,1,5
Carrier,,AC,32990,4.7,Split,1.0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,3
BPL,2024,AC,28490,4.05,Split,1.0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,3
Blue Star,2025,AC,46500,4.35,Split,1.5,1,1,1,0,0,0,0,1,1,0,1,0,1,1,5
Godrej,2025,AC,32500,4.45,Split,1.5,1,1,1,0,0,0,0,0,0,1,0,0,0,1,3
Haier,2024,AC,36590,4.35,Split,1.5,1,1,1,0,0,0,0,0,0,1,0,0,0,0,3
Blue Star,2025,AC,36990,4.4,Split,1.0,1,1,1,0,0,0,0,1,1,0,0,1,0,1,5
Whirlpool,,AC,30790,4.6,Window,1.5,1,1,1,0,0,1,0,0,0,0,0,0,0,1,3
Cruise,2025,AC,31990,4.3,Split,1.0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,5
Panasonic,,AC,49100,4.5,Split,1.0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,3
Sharp,2025,AC,31999,4.1,Split,1.5,0,1,0,1,1,0,0,0,0,0,0,0,0,1,3
Hitachi,2024,AC,37500,4.3,Split,1.5,1,1,1,0,1,0,0,0,0,0,0,0,0,1,3
Hitachi,2024,AC,39590,4.05,Window,1.5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,5
Blue Star,2025,AC,38990,4.2,Split,1.0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,5
Blue Star,2023,AC,56000,4.6,Split,1.0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,3
Lloyd,2024,AC,29499,4.05,Split,1.0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,3
BPL,,AC,44990,4.5,Split,1.5,1,1,1,1,1,0,0,0,0,0,0,0,1,1,3
Lloyd,2025,AC,46899,4.25,Split,1.5,1,1,1,0,0,1,0,1,1,0,0,1,0,1,5
Lloyd,2025,AC,49390,4.6,Split,1.5,1,1,1,0,0,1,0,1,1,0,0,1,0,1,5
IFB,2025,AC,48590,4.4,Split,2.0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,3
Hitachi,2024,AC,43990,4.1,Split,2.0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,3
IFB,2025,AC,35800,4.1,Split,1.5,1,1,1,1,0,1,0,0,0,0,0,0,0,1,3
Haier,,AC,49890,4.6,Split,2.0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,3
Haier,2025,AC,42850,4.7,Split,1.6,1,1,1,0,0,0,0,1,1,0,0,1,0,1,5
Panasonic,,AC,43199,4.1,Split,1.5,1,0,1,1,1,0,0,0,0,0,1,0,0,1,5
Whirlpool,,AC,37490,4.3,Split,1.5,1,0,1,0,0,0,0,0,0,1,0,0,0,1,5
Carrier,2024,AC,38990,4.3,Window,1.5,0,1,1,0,0,0,0,0,0,0,0,0,0,1,5
IFB,2024,AC,39794,4.0,Split,1.5,1,1,1,1,0,1,0,0,0,0,0,0,0,1,5
IFB,,AC,29997,4.7,Split,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,3
Carrier,2025,AC,36090,4.0,Split,1.5,1,1,1,0,0,0,0,0,0,1,1,0,0,1,4
Whirlpool,2024,AC,35400,4.3,Split,1.5,1,1,1,1,0,0,0,0,0,0,0,0,0,1,3
Whirlpool,2024,AC,37999,4.6,Split,1.5,1,1,1,0,0,0,0,0,0,1,0,0,0,1,5
IFB,2025,AC,29080,4.7,Split,1.0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,3
Blue Star,2025,AC,35713,4.0,Split,1.5,1,1,1,0,0,0,1,0,0,0,1,0,0,1,3
Carrier,2025,AC,33490,4.75,Window,1.5,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3
IFB,2025,AC,35850,4.05,Split,1.5,1,1,1,1,1,1,0,0,0,0,0,0,0,1,3
Whirlpool,,AC,39999,4.55,Split,2.0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,3
IFB,2025,AC,45001,4.3,Split,2.0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,3
Godrej,2024,AC,34990,4.65,Split,1.5,1,0,1,1,1,0,0,0,0,0,0,0,0,1,5
Godrej,2024,AC,29490,4.4,Split,1.0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,3
Godrej,2024,AC,30290,4.0,Split,1.0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,3
Blue Star,2025,AC,38500,4.5,Split,1.0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,5
Lloyd,2025,AC,28500,4.5,Window,1.0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,2
Blue Star,2025,AC,40990,4.1,Split,1.5,1,1,1,0,0,0,0,1,1,0,1,1,0,1,5
Midea,2025,AC,34990,4.0,Split,1.0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,3
Carrier,2025,AC,30390,4.05,Split,1.0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,3
Carrier,2024,AC,81240,4.3,Split,2.0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,5
Haier,2024,AC,33650,4.6,Split,1.5,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3
Hitachi,2024,AC,38490,4.0,Split,1.0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,5
Panasonic,2024,AC,35540,4.0,Split,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3
Hitachi,2024,AC,60724,4.35,Split,2.0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,3
Panasonic,2025,AC,37500,4.55,Split,1.5,1,1,0,0,0,0,1,0,0,0,0,0,0,1,3
Samsung,2025,AC,44990,4.4,Split,2.0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,3
